Id,Name,Description,Repo Url
671,st2,"StackStorm (aka ""IFTTT for Ops"") is event-driven automation for auto-remediation, security responses, troubleshooting, deployments, and more. Includes rules engine, workflow, 160 integration packs with 6000+ actions (see https://exchange.stackstorm.org) and ChatOps. Installer at https://docs.stackstorm.com/install/index.html. Questions? https://forum.stackstorm.com/.",https://github.com/StackStorm/st2
672,Eel,A little Python library for making simple Electron-like HTML/JS GUI apps,https://github.com/ChrisKnott/Eel
673,twisted,Event-driven networking engine written in Python.,https://github.com/twisted/twisted
674,pyod,(JMLR'19) A Python Toolbox for Scalable Outlier Detection (Anomaly Detection),https://github.com/yzhao062/pyod
675,ssd.pytorch,A PyTorch Implementation of Single Shot MultiBox Detector,https://github.com/amdegroot/ssd.pytorch
676,pygorithm,A Python module for learning all major algorithms,https://github.com/OmkarPathak/pygorithm
677,mmf,A modular framework for vision & language multimodal research from Facebook AI Research (FAIR),https://github.com/facebookresearch/mmf
678,uds,Unlimited Drive Storage by splitting binary files into base64,https://github.com/stewartmcgown/uds
679,Flask-SocketIO,Socket.IO integration for Flask applications.,https://github.com/miguelgrinberg/Flask-SocketIO
680,security_monkey,"Security Monkey monitors AWS, GCP, OpenStack, and GitHub orgs for assets and their changes over time.",https://github.com/Netflix/security_monkey
681,django-crispy-forms,The best way to have DRY Django forms. The app provides a tag and filter that lets you quickly render forms in a div format while providing an enormous amount of capability to configure and control the rendered HTML.,https://github.com/django-crispy-forms/django-crispy-forms
682,WeasyPrint,The awesome document factory,https://github.com/Kozea/WeasyPrint
683,discover-flask,Full Stack Web Development with Flask.,https://github.com/realpython/discover-flask
684,optuna,A hyperparameter optimization framework,https://github.com/optuna/optuna
685,AidLearning-FrameWork,"🔥🔥AidLearning for Linux-Python-AI code development on Android. AidLearning builds a linux environment supporting GUI, deep learning and visual programming on Android devices..Now Aid supports GPUDelegate by python",https://github.com/aidlearning/AidLearning-FrameWork
686,playwright-python,Python version of the Playwright testing and automation library.,https://github.com/microsoft/playwright-python
687,keras-retinanet,Keras implementation of RetinaNet object detection.,https://github.com/fizyr/keras-retinanet
688,Deep-Learning-21-Examples,《21个项目玩转深度学习———基于TensorFlow的实践详解》配套代码,https://github.com/hzy46/Deep-Learning-21-Examples
689,rqalpha,"A extendable, replaceable Python algorithmic backtest && trading framework supporting multiple securities",https://github.com/ricequant/rqalpha
690,huxley,A testing system for catching visual regressions in Web applications.,https://github.com/facebookarchive/huxley
691,Lihang,"Statistical learning methods, 统计学习方法(第2版)[李航]  [笔记, 代码, notebook, 参考文献, Errata, lihang]",https://github.com/SmirkCao/Lihang
692,tinygrad,You like pytorch? You like micrograd? You love tinygrad! ❤️ ,https://github.com/geohot/tinygrad
693,PyGithub,Typed interactions with the GitHub API v3,https://github.com/PyGithub/PyGithub
694,deap,Distributed Evolutionary Algorithms in Python,https://github.com/DEAP/deap
695,jukebox,"Code for the paper ""Jukebox: A Generative Model for Music""",https://github.com/openai/jukebox
696,Background-Matting,Background Matting: The World is Your Green Screen,https://github.com/senguptaumd/Background-Matting
697,metaflow,Build and manage real-life data science projects with ease.,https://github.com/Netflix/metaflow
698,kinto,A generic JSON document store with sharing and synchronisation capabilities.,https://github.com/Kinto/kinto
699,diff-match-patch,Diff Match Patch is a high-performance library in multiple languages that manipulates plain text.,https://github.com/google/diff-match-patch
700,tinydb,TinyDB is a lightweight document oriented database optimized for your happiness :),https://github.com/msiemens/tinydb
701,django-cors-headers,Django app for handling the server headers required for Cross-Origin Resource Sharing (CORS),https://github.com/adamchainz/django-cors-headers
702,BERT-pytorch,Google AI 2018 BERT pytorch implementation,https://github.com/codertimo/BERT-pytorch
703,conda,"OS-agnostic, system-level binary package manager and ecosystem",https://github.com/conda/conda
704,learning-to-learn,Learning to Learn in TensorFlow,https://github.com/deepmind/learning-to-learn
705,MachineLearning,Basic Machine Learning and Deep Learning,https://github.com/wepe/MachineLearning
706,stock,stock，股票系统。使用python进行开发。,https://github.com/pythonstock/stock
707,DrQA,Reading Wikipedia to Answer Open-Domain Questions,https://github.com/facebookresearch/DrQA
708,redis-rdb-tools,"Parse Redis dump.rdb files, Analyze Memory, and Export Data to JSON",https://github.com/sripathikrishnan/redis-rdb-tools
709,deep-learning-roadmap,:satellite: All You Need to Know About Deep Learning - A kick-starter,https://github.com/instillai/deep-learning-roadmap
710,dataset,"Easy-to-use data handling for SQL data stores with support for implicit table creation, bulk loading, and transactions.",https://github.com/pudo/dataset
711,pytube,"A lightweight, dependency-free Python library (and command-line utility) for downloading YouTube Videos.",https://github.com/pytube/pytube
712,anomaly-detection-resources,"Anomaly detection related books, papers, videos, and toolboxes",https://github.com/yzhao062/anomaly-detection-resources
713,U-2-Net,"The code for our newly accepted paper in Pattern Recognition 2020: ""U^2-Net: Going Deeper with Nested U-Structure for Salient Object Detection.""",https://github.com/xuebinqin/U-2-Net
714,DeepLearningTutorials,Deep Learning Tutorial notes and code. See the wiki for more info.,https://github.com/lisa-lab/DeepLearningTutorials
715,awesome-graph-classification,"A collection of important graph embedding, classification and representation learning papers with implementations.",https://github.com/benedekrozemberczki/awesome-graph-classification
716,fuckitpy,The Python error steamroller.,https://github.com/ajalt/fuckitpy
717,research,"dataset and code for 2016 paper ""Learning a Driving Simulator""",https://github.com/commaai/research
718,ERNIE,An Implementation of ERNIE For Language Understanding (including Pre-training models and Fine-tuning tools),https://github.com/PaddlePaddle/ERNIE
719,Tensorflow-Tutorial,"Tensorflow tutorial from basic to hard, 莫烦Python 中文AI教学",https://github.com/MorvanZhou/Tensorflow-Tutorial
720,ptpython,A better Python REPL,https://github.com/prompt-toolkit/ptpython
721,papermill,"📚 Parameterize, execute, and analyze notebooks",https://github.com/nteract/papermill
722,shadowbroker,"The Shadow Brokers ""Lost In Translation"" leak ",https://github.com/misterch0c/shadowbroker
723,maltrail,Malicious traffic detection system,https://github.com/stamparm/maltrail
724,ntfy,"🖥️📱🔔 A utility for sending notifications, on demand and when commands finish.",https://github.com/dschep/ntfy
725,cryptography,cryptography is a package designed to expose cryptographic primitives and recipes to Python developers.,https://github.com/pyca/cryptography
726,dataset,The Open Images dataset,https://github.com/openimages/dataset
727,GitGutter,A Sublime Text 2/3 plugin to see git diff in gutter,https://github.com/jisaacks/GitGutter
728,pytorch-examples,Simple examples to introduce PyTorch,https://github.com/jcjohnson/pytorch-examples
729,pyTelegramBotAPI,Python Telegram bot api.,https://github.com/eternnoir/pyTelegramBotAPI
730,rockstar,Makes you a Rockstar C++ Programmer in 2 minutes,https://github.com/avinassh/rockstar
731,IPProxyPool,IPProxyPool代理池项目，提供代理ip,https://github.com/qiyeboy/IPProxyPool
732,OCRmyPDF,"OCRmyPDF adds an OCR text layer to scanned PDF files, allowing them to be searched",https://github.com/jbarlow83/OCRmyPDF
733,pywonderland,A tour in the wonderland of math with python.,https://github.com/neozhaoliang/pywonderland
734,chineseocr,yolo3+ocr,https://github.com/chineseocr/chineseocr
735,dotbot,A tool that bootstraps your dotfiles ⚡️,https://github.com/anishathalye/dotbot
736,present,A terminal-based presentation tool with colors and effects.,https://github.com/vinayak-mehta/present
737,better-exceptions,"Pretty and useful exceptions in Python, automatically.",https://github.com/Qix-/better-exceptions
738,tablib,"Python Module for Tabular Datasets in XLS, CSV, JSON, YAML, &c.",https://github.com/jazzband/tablib
739,kaggle-api,Official Kaggle API,https://github.com/Kaggle/kaggle-api
740,Nuitka,"Nuitka is a Python compiler written in Python.  It's fully compatible with Python 2.6, 2.7, 3.3, 3.4, 3.5, 3.6, 3.7, 3.8, and 3.9.  You feed it your Python app, it does a lot of clever things, and spits out an executable or extension module. ",https://github.com/Nuitka/Nuitka
741,openstack,Repository tracking all OpenStack repositories as submodules. Mirror of code maintained at opendev.org.,https://github.com/openstack/openstack
742,nameko,Python framework for building microservices,https://github.com/nameko/nameko
743,neon,Intel® Nervana™ reference deep learning framework committed to best performance on all hardware,https://github.com/NervanaSystems/neon
744,dl-docker,"An all-in-one Docker image for deep learning. Contains all the popular DL frameworks (TensorFlow, Theano, Torch, Caffe, etc.)",https://github.com/floydhub/dl-docker
745,ASRT_SpeechRecognition,A Deep-Learning-Based Chinese Speech Recognition System 基于深度学习的中文语音识别系统,https://github.com/nl8590687/ASRT_SpeechRecognition
746,awslogs,AWS CloudWatch logs for Humans™,https://github.com/jorgebastida/awslogs
747,patroni,"A template for PostgreSQL High Availability with Etcd, Consul, ZooKeeper, or Kubernetes",https://github.com/zalando/patroni
748,WeRoBot,WeRoBot 是一个微信公众号开发框架,https://github.com/offu/WeRoBot
749,virtualenv,Virtual Python Environment builder,https://github.com/pypa/virtualenv
750,sphinx,Main repository for the Sphinx documentation builder,https://github.com/sphinx-doc/sphinx
751,livestreamer,"Command-line utility that extracts streams from various services and pipes them into a video player of choice. No longer maintained, use streamlink or youtube-dl instead.",https://github.com/chrippa/livestreamer
752,DeepNude-an-Image-to-Image-technology,"DeepNude's algorithm and general image generation theory and practice research, including pix2pix, CycleGAN, UGATIT, DCGAN, SinGAN, ALAE, mGANprior, StarGAN-v2 and VAE models (TensorFlow2 implementation). DeepNude的算法以及通用生成对抗网络（GAN,Generative Adversarial Network）图像生成的理论与实践研究。",https://github.com/yuanxiaosc/DeepNude-an-Image-to-Image-technology
753,documentation,Official documentation for the Raspberry Pi,https://github.com/raspberrypi/documentation
754,RxPY,"Reactive Extensions for Python, https://rxpy.rtfd.io",https://github.com/ReactiveX/RxPY
755,skorch,A scikit-learn compatible neural network library that wraps PyTorch,https://github.com/skorch-dev/skorch
756,CouchPotatoServer,Automatic Movie Downloading via NZBs & Torrents,https://github.com/CouchPotato/CouchPotatoServer
757,udemy-dl,A cross-platform python based utility to download courses from udemy for personal offline use.,https://github.com/r0oth3x49/udemy-dl
758,posthog,"🦔 PostHog is developer-friendly, open-source product analytics.",https://github.com/PostHog/posthog
759,FreePAC,科学上网/翻墙梯子/自由上网/SS/SSR/V2Ray/Brook 搭建教程 免费机场、VPN工具,https://github.com/xiaoming2028/FreePAC
760,mininet,Emulator for rapid prototyping of Software Defined Networks,https://github.com/mininet/mininet
761,Lasagne,Lightweight library to build and train neural networks in Theano,https://github.com/Lasagne/Lasagne
762,pyAudioAnalysis,"Python Audio Analysis Library: Feature Extraction, Classification, Segmentation and Applications",https://github.com/tyiannak/pyAudioAnalysis
763,CapsNet-Tensorflow,A Tensorflow implementation of CapsNet(Capsules Net) in paper Dynamic Routing Between Capsules,https://github.com/naturomics/CapsNet-Tensorflow
764,Tautulli,A Python based monitoring and tracking tool for Plex Media Server.,https://github.com/Tautulli/Tautulli
765,icdiff,improved colored diff,https://github.com/jeffkaufman/icdiff
766,statuspage,A statuspage generator that lets you host your statuspage for free on Github.,https://github.com/jayfk/statuspage
767,storm,Manage your SSH like a boss.,https://github.com/emre/storm
768,data-scientist-roadmap,"Toturial coming with ""data science roadmap"" graphe.",https://github.com/MrMimic/data-scientist-roadmap
769,Machine-Learning,:zap:机器学习实战（Python3）：kNN、决策树、贝叶斯、逻辑回归、SVM、线性回归、树回归,https://github.com/Jack-Cherish/Machine-Learning
770,iGAN,Interactive Image Generation via Generative Adversarial Networks,https://github.com/junyanz/iGAN
771,usbkill,« usbkill » is an anti-forensic kill-switch that waits for a change on your USB ports and then immediately shuts down your computer.,https://github.com/hephaest0s/usbkill
772,codemod,Codemod is a tool/library to assist you with large-scale codebase refactors that can be partially automated but still require human oversight and occasional intervention. Codemod was developed at Facebook and released as open source.,https://github.com/facebook/codemod
773,hydra,Hydra is a framework for elegantly configuring complex applications,https://github.com/facebookresearch/hydra
774,semantic-segmentation-pytorch,Pytorch implementation for Semantic Segmentation/Scene Parsing on MIT ADE20K dataset,https://github.com/CSAILVision/semantic-segmentation-pytorch
775,django-tastypie,Creating delicious APIs for Django apps since 2010.,https://github.com/django-tastypie/django-tastypie
776,nginx-ui,Nginx UI allows you to access and modify the nginx configurations files without cli. ,https://github.com/schenkd/nginx-ui
777,grr,GRR Rapid Response: remote live forensics for incident response,https://github.com/google/grr
778,vprof,Visual profiler for Python,https://github.com/nvdv/vprof
779,scalene,"Scalene: a high-performance, high-precision CPU and memory profiler for Python",https://github.com/emeryberger/scalene
780,trio,Trio – a friendly Python library for async concurrency and I/O,https://github.com/python-trio/trio
781,isort,A Python utility / library to sort imports.,https://github.com/PyCQA/isort
782,tensorflow-generative-model-collections,Collection of generative models in Tensorflow,https://github.com/hwalsuklee/tensorflow-generative-model-collections
783,dnsmasq-china-list,Chinese-specific configuration to improve your favorite DNS server. Best partner for chnroutes.,https://github.com/felixonmars/dnsmasq-china-list
784,great_expectations,Always know what to expect from your data.,https://github.com/great-expectations/great_expectations
785,autopep8,A tool that automatically formats Python code to conform to the PEP 8 style guide.,https://github.com/hhatto/autopep8
786,stellar,Fast database snapshot and restore tool for development,https://github.com/fastmonkeys/stellar
787,python-dotenv,Get and set values in your .env file in local and production servers. :tada:,https://github.com/theskumar/python-dotenv
788,MechanicalSoup,A Python library for automating interaction with websites.,https://github.com/MechanicalSoup/MechanicalSoup
789,pyjwt,JSON Web Token implementation in Python,https://github.com/jpadilla/pyjwt
790,MachineLearning_Python,机器学习算法python实现,https://github.com/lawlite19/MachineLearning_Python
791,OnlineJudge,"open source online judge based on Vue, Django and Docker. | 青岛大学开源 Online Judge | QQ群 496710125 | admin@qduoj.com",https://github.com/QingdaoU/OnlineJudge
792,proselint,A linter for prose.,https://github.com/amperser/proselint
793,deep-visualization-toolbox,DeepVis Toolbox,https://github.com/yosinski/deep-visualization-toolbox
794,esptool,Espressif SoC serial bootloader utility,https://github.com/espressif/esptool
795,grequests,Requests + Gevent = <3,https://github.com/spyoungtech/grequests
796,PokemonGo-Bot,"The Pokemon Go Bot, baking with community.",https://github.com/PokemonGoF/PokemonGo-Bot
797,pysot,"SenseTime Research platform for single object tracking, implementing algorithms like SiamRPN and SiamMask.",https://github.com/STVIR/pysot
798,pytorch-cifar,95.47% on CIFAR10 with PyTorch,https://github.com/kuangliu/pytorch-cifar
799,cookiecutter-flask,"A flask template with Bootstrap 4, asset bundling+minification with webpack, starter templates, and registration/authentication. For use with cookiecutter.",https://github.com/cookiecutter-flask/cookiecutter-flask
800,visidata,A terminal spreadsheet multitool for discovering and arranging data,https://github.com/saulpw/visidata
801,DjangoBlog,🍺基于Django的博客系统,https://github.com/liangliangyy/DjangoBlog
802,GPT2-Chinese,"Chinese version of GPT2 training code, using BERT tokenizer.",https://github.com/Morizeyao/GPT2-Chinese
803,TensorFlowOnSpark,TensorFlowOnSpark brings TensorFlow programs to Apache Spark clusters.,https://github.com/yahoo/TensorFlowOnSpark
804,sktime,A unified framework for machine learning with time series,https://github.com/alan-turing-institute/sktime
805,kornia,Open Source Differentiable Computer Vision Library for PyTorch,https://github.com/kornia/kornia
806,mimic,[ab]using Unicode to create tragedy,https://github.com/reinderien/mimic
807,uvicorn,The lightning-fast ASGI server. 🦄,https://github.com/encode/uvicorn
808,ggpy,ggplot port for python,https://github.com/yhat/ggpy
809,samplemod,,https://github.com/navdeep-G/samplemod
810,fawkes,"Fawkes, privacy preserving tool against facial recognition systems. More info at https://sandlab.cs.uchicago.edu/fawkes",https://github.com/Shawn-Shan/fawkes
811,Pokemon-Terminal,Pokemon terminal themes.,https://github.com/LazoCoder/Pokemon-Terminal
812,roboto,The Roboto family of fonts,https://github.com/googlefonts/roboto
813,bigchaindb,Meet BigchainDB. The blockchain database.,https://github.com/bigchaindb/bigchaindb
814,learn-python3,Jupyter notebooks for teaching/learning Python 3,https://github.com/jerry-git/learn-python3
815,ptf,The Penetration Testers Framework (PTF) is a way for modular support for up-to-date tools.,https://github.com/trustedsec/ptf
816,curio,Curio - Dead Body Reported!,https://github.com/dabeaz/curio
817,connexion,Swagger/OpenAPI First framework for Python on top of Flask with automatic endpoint validation & OAuth2 support,https://github.com/zalando/connexion
818,guake,Drop-down terminal for GNOME,https://github.com/Guake/guake
819,s3cmd,Official s3cmd repo -- Command line tool for managing Amazon S3 and CloudFront services,https://github.com/s3tools/s3cmd
820,colornet,Neural Network to colorize grayscale images,https://github.com/pavelgonchar/colornet
821,responder,A familiar HTTP Service Framework for Python.,https://github.com/taoufik07/responder
822,tf-faster-rcnn,Tensorflow Faster RCNN for Object Detection,https://github.com/endernewton/tf-faster-rcnn
823,me_cleaner,Tool for partial deblobbing of Intel ME/TXE firmware images,https://github.com/corna/me_cleaner
824,tribler,Privacy enhanced BitTorrent client with P2P content discovery,https://github.com/Tribler/tribler
825,imutils,"A series of convenience functions to make basic image processing operations such as translation, rotation, resizing, skeletonization, and displaying Matplotlib images easier with OpenCV and Python.",https://github.com/jrosebr1/imutils
826,wfuzz,Web application fuzzer,https://github.com/xmendez/wfuzz
827,healthchecks,A cron monitoring tool written in Python & Django,https://github.com/healthchecks/healthchecks
828,jd-assistant,京东抢购助手：包含登录，查询商品库存/价格，添加/清空购物车，抢购商品(下单)，查询订单等功能,https://github.com/tychxn/jd-assistant
829,robobrowser,,https://github.com/jmcarp/robobrowser
830,Pytorch-UNet,PyTorch implementation of the U-Net for image semantic segmentation with high quality images,https://github.com/milesial/Pytorch-UNet
831,PyPDF2,A utility to read and write PDFs with Python,https://github.com/mstamy2/PyPDF2
832,yolact,"A simple, fully convolutional model for real-time instance segmentation.",https://github.com/dbolya/yolact
833,pyramid,Pyramid - A Python web framework,https://github.com/Pylons/pyramid
834,speech-to-text-wavenet,Speech-to-Text-WaveNet : End-to-end sentence level English speech recognition based on DeepMind's WaveNet and tensorflow,https://github.com/buriburisuri/speech-to-text-wavenet
835,cowrie,Cowrie SSH/Telnet Honeypot https://cowrie.readthedocs.io,https://github.com/cowrie/cowrie
836,telepresence,Local development against a remote Kubernetes or OpenShift cluster,https://github.com/telepresenceio/telepresence
837,sync-engine,:incoming_envelope: IMAP/SMTP sync system with modern APIs,https://github.com/nylas/sync-engine
838,w3af,"w3af: web application attack and audit framework, the open source web vulnerability scanner.",https://github.com/andresriancho/w3af
839,Synonyms,:herb: 中文近义词：聊天机器人，智能问答工具包,https://github.com/chatopera/Synonyms
840,BlenderGIS,Blender addons to make the bridge between Blender and geographic data,https://github.com/domlysz/BlenderGIS
841,lightfm,"A Python implementation of LightFM, a hybrid recommendation algorithm.",https://github.com/lyst/lightfm
842,pygta5,Explorations of Using Python to play Grand Theft Auto 5.,https://github.com/Sentdex/pygta5
843,google-cloud-python,Google Cloud Client Library for Python,https://github.com/googleapis/google-cloud-python
844,rebound,Command-line tool that instantly fetches Stack Overflow results when an exception is thrown,https://github.com/shobrook/rebound
845,kedro,"A Python framework for creating reproducible, maintainable and modular data science code.",https://github.com/quantumblacklabs/kedro
846,weiboSpider,新浪微博爬虫，用python爬取新浪微博数据,https://github.com/dataabc/weiboSpider
847,LSTM-Neural-Network-for-Time-Series-Prediction,LSTM built using Keras Python package to predict time series steps and sequences. Includes sin wave and stock market data,https://github.com/jaungiers/LSTM-Neural-Network-for-Time-Series-Prediction
848,transitions,"A lightweight, object-oriented finite state machine implementation in Python with many extensions",https://github.com/pytransitions/transitions
849,OUCML,,https://github.com/OUCMachineLearning/OUCML
850,gef,GEF - GDB Enhanced Features for exploit devs & reversers,https://github.com/hugsy/gef
851,image-analogies,Generate image analogies using neural matching and blending.,https://github.com/awentzonline/image-analogies
852,microblog,A microblogging web application written in Python and Flask that I developed as part of my Flask Mega-Tutorial series.,https://github.com/miguelgrinberg/microblog
853,deep-voice-conversion,Deep neural networks for voice conversion (voice style transfer) in Tensorflow,https://github.com/andabi/deep-voice-conversion
854,python,Official Python client library for kubernetes,https://github.com/kubernetes-client/python
855,sampleproject,"A sample project that exists for PyPUG's ""Tutorial on Packaging and Distributing Projects""",https://github.com/pypa/sampleproject
856,snips-nlu,Snips Python library to extract meaning from text,https://github.com/snipsco/snips-nlu
857,espnet,End-to-End Speech Processing Toolkit,https://github.com/espnet/espnet
858,toolz,A functional standard library for Python.,https://github.com/pytoolz/toolz
859,mindsdb,Predictive AI layer for existing databases.,https://github.com/mindsdb/mindsdb
860,PyTorchZeroToAll,Simple PyTorch Tutorials Zero to ALL!,https://github.com/hunkim/PyTorchZeroToAll
861,pwndbg,Exploit Development and Reverse Engineering with GDB Made Easy,https://github.com/pwndbg/pwndbg
862,sqlalchemy,THIS IS NOT THE OFFICIAL REPO - PLEASE SUBMIT PRs ETC AT: http://github.com/sqlalchemy/sqlalchemy,https://github.com/zzzeek/sqlalchemy
863,KnowledgeGraphData,史上最大规模1.4亿中文知识图谱开源下载,https://github.com/ownthink/KnowledgeGraphData
864,pytesseract,A Python wrapper for Google Tesseract,https://github.com/madmaze/pytesseract
865,Deformable-ConvNets,Deformable Convolutional Networks,https://github.com/msracver/Deformable-ConvNets
866,cloud-custodian,"Rules engine for cloud security, cost optimization, and governance, DSL in yaml for policies to query, filter, and take actions on resources",https://github.com/cloud-custodian/cloud-custodian
867,objection,📱 objection - runtime mobile exploration,https://github.com/sensepost/objection
868,androguard,"Reverse engineering, Malware and goodware analysis of Android applications ... and more (ninja !)",https://github.com/androguard/androguard
869,Python-crawler-tutorial-starts-from-zero,"python爬虫教程，带你从零到一，包含js逆向，selenium, tesseract OCR识别,mongodb的使用，以及scrapy框架",https://github.com/Kr1s77/Python-crawler-tutorial-starts-from-zero
870,BERT-BiLSTM-CRF-NER,Tensorflow solution of NER task Using BiLSTM-CRF model with Google BERT Fine-tuning And private Server services,https://github.com/macanv/BERT-BiLSTM-CRF-NER
871,lektor,The lektor static file content management system,https://github.com/lektor/lektor
872,mongoengine,A Python Object-Document-Mapper for working with MongoDB,https://github.com/MongoEngine/mongoengine
873,flask-sqlalchemy,Adds SQLAlchemy support to Flask,https://github.com/pallets/flask-sqlalchemy
874,imagededup,😎 Finding duplicate images made easy!,https://github.com/idealo/imagededup
875,graphene-django,Integrate GraphQL into your Django project.,https://github.com/graphql-python/graphene-django
876,attrs,Python Classes Without Boilerplate,https://github.com/python-attrs/attrs
877,transformer,A TensorFlow Implementation of the Transformer: Attention Is All You Need,https://github.com/Kyubyong/transformer
878,Awesome-WAF,🔥 Everything you'll need to know about web-application firewalls (WAF).,https://github.com/0xInfection/Awesome-WAF
879,Cactus,Static site generator for designers. Uses Python and Django templates.,https://github.com/eudicots/Cactus
880,huey,a little task queue for python,https://github.com/coleifer/huey
881,s2client-proto,StarCraft II Client - protocol definitions used to communicate with StarCraft II.,https://github.com/Blizzard/s2client-proto
882,torchdiffeq,Differentiable ODE solvers with full GPU support and O(1)-memory backpropagation.,https://github.com/rtqichen/torchdiffeq
883,Tensorflow-Project-Template,A best practice for tensorflow project template architecture. ,https://github.com/MrGemy95/Tensorflow-Project-Template
884,SlowFast,PySlowFast: video understanding codebase from FAIR for reproducing state-of-the-art video models.,https://github.com/facebookresearch/SlowFast
885,listen1,one for all free music in china (origin edition),https://github.com/listen1/listen1
886,MatchZoo,"Facilitating the design, comparison and sharing of deep text matching models.",https://github.com/NTMC-Community/MatchZoo
887,sqlalchemy,The Database Toolkit for Python,https://github.com/sqlalchemy/sqlalchemy
888,mlxtend,A library of extension and helper modules for Python's data analysis and machine learning libraries.,https://github.com/rasbt/mlxtend
889,pampy,Pampy: The Pattern Matching for Python you always dreamed of.,https://github.com/santinic/pampy
890,text-classification-cnn-rnn,CNN-RNN中文文本分类，基于TensorFlow,https://github.com/gaussic/text-classification-cnn-rnn
891,gmvault,gmail backup software,https://github.com/gaubert/gmvault
892,autoscraper,"A Smart, Automatic, Fast and Lightweight Web Scraper for Python",https://github.com/alirezamika/autoscraper
893,pygcn,Graph Convolutional Networks in PyTorch,https://github.com/tkipf/pygcn
894,sacred,"Sacred is a tool to help you configure, organize, log and reproduce experiments developed at IDSIA.",https://github.com/IDSIA/sacred
895,flocker,Container data volume manager for your Dockerized application,https://github.com/ClusterHQ/flocker
896,Object-Detection-Metrics,Most popular metrics used to evaluate object detection algorithms.,https://github.com/rafaelpadilla/Object-Detection-Metrics
897,tensorflow-yolov3,"🔥 TensorFlow Code for technical report: ""YOLOv3: An Incremental Improvement""",https://github.com/YunYang1994/tensorflow-yolov3
898,ESRGAN,ECCV18 Workshops - Enhanced SRGAN. Champion PIRM Challenge on Perceptual Super-Resolution. The training codes are in BasicSR.,https://github.com/xinntao/ESRGAN
899,django-filter,A generic system for filtering Django QuerySets based on user selections,https://github.com/carltongibson/django-filter
900,tensorflow_poems,中文古诗自动作诗机器人，屌炸天，基于tensorflow1.10 api，正在积极维护升级中，快star，保持更新！,https://github.com/jinfagang/tensorflow_poems
901,weight-loss,Machine Learning meets  ketosis: how to effectively lose weight,https://github.com/arielf/weight-loss
902,splash,"Lightweight, scriptable browser as a service with an HTTP API",https://github.com/scrapinghub/splash
903,flan,A pretty sweet vulnerability scanner,https://github.com/cloudflare/flan
904,MonkeyType,A system for Python that generates static type annotations by collecting runtime types,https://github.com/Instagram/MonkeyType
905,ignite,High-level library to help with training and evaluating neural networks in PyTorch flexibly and transparently.,https://github.com/pytorch/ignite
906,Blasting_dictionary,爆破字典,https://github.com/rootphantomer/Blasting_dictionary
907,TecoGAN,This repo contains source code and materials for the TEmporally COherent GAN SIGGRAPH project.,https://github.com/thunil/TecoGAN
908,Deep-Reinforcement-Learning-Algorithms-with-PyTorch,PyTorch implementations of deep reinforcement learning algorithms and environments,https://github.com/p-christ/Deep-Reinforcement-Learning-Algorithms-with-PyTorch
909,dcgan_code,Deep Convolutional Generative Adversarial Networks,https://github.com/Newmu/dcgan_code
910,whereami,Uses WiFi signals :signal_strength: and machine learning to predict where you are ,https://github.com/kootenpv/whereami
911,sigma,Generic Signature Format for SIEM Systems,https://github.com/Neo23x0/sigma
912,maya,Datetimes for Humans™,https://github.com/timofurrer/maya
913,haxor-news,Browse Hacker News like a haxor: A Hacker News command line interface (CLI).,https://github.com/donnemartin/haxor-news
914,apprise,Apprise - Push Notifications that work with just about every platform!,https://github.com/caronc/apprise
915,instantbox,"📦 Get a clean, ready-to-go Linux box in seconds.",https://github.com/instantbox/instantbox
916,rainbowstream,A smart and nice Twitter client on terminal written in Python.,https://github.com/orakaro/rainbowstream
917,cheatsheets,Official Matplotlib cheat sheets,https://github.com/matplotlib/cheatsheets
918,apscheduler,Task scheduling library for Python,https://github.com/agronholm/apscheduler
919,mimesis,"Mimesis is a high-performance fake data generator for Python, which provides data for a variety of purposes in a variety of languages.",https://github.com/lk-geimfari/mimesis
920,pipx,Install and Run Python Applications in Isolated Environments,https://github.com/pipxproject/pipx
921,mongo-python-driver,PyMongo - the Python driver for MongoDB,https://github.com/mongodb/mongo-python-driver
922,geopy,Geocoding library for Python.,https://github.com/geopy/geopy
923,distribute_crawler,"使用scrapy,redis, mongodb,graphite实现的一个分布式网络爬虫,底层存储mongodb集群,分布式使用redis实现,爬虫状态显示使用graphite实现",https://github.com/gnemoug/distribute_crawler
924,pylint,It's not just a linter that annoys you!,https://github.com/PyCQA/pylint
925,skflow,Simplified interface for TensorFlow (mimicking Scikit Learn) for Deep Learning,https://github.com/tensorflow/skflow
926,uiautomator2,Android Uiautomator2 Python Wrapper,https://github.com/openatx/uiautomator2
927,text-to-text-transfer-transformer,"Code for the paper ""Exploring the Limits of Transfer Learning with a Unified Text-to-Text Transformer""",https://github.com/google-research/text-to-text-transfer-transformer
928,pipreqs,pipreqs - Generate pip requirements.txt file based on imports of any project. Looking for maintainers to move this project forward.,https://github.com/bndr/pipreqs
929,wal-e,Continuous Archiving for Postgres,https://github.com/wal-e/wal-e
930,websockets,Library for building WebSocket servers and clients in Python,https://github.com/aaugustin/websockets
931,CTFd,CTFs as you need them,https://github.com/CTFd/CTFd
